project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
91596,Miniaturized Phonon Trap Timing Units for PNT of CubeSats,Small Spacecraft Technology,TX05.4.1 Timekeeping and Time Distribution,"This project develops a fast and accurate chip-scale timing unit (clock) that can improve the quantity and quality of data transmitted from small spacecraft. Based on a new generation of phonon traps/resonators that are both passively and actively compensated, the proposed approach tackles these technical challenges...","A high speed and accurate clock vastly improves satellite data transmission rates. A clock with the proposed performance cannot be obtained from any other current or planned product with such small-size, low-weight, l...",3,6,3,Mid,valid
10629,Miniaturized Power Processing Unit Study: A Cubesat Electric Propulsion Technology Enabler,Center Innovation Fund: ARC CIF,,This study evaluates High Voltage Power Processing Unit (PPU) technology and driving requirements necessary to enable the Microfluidic Electric Propulsion technology research and development by NASA and university partners. This study provides an overview of the state of the art PPU technology with recommendations f...,These missions will be proposed under the OCT's programs: - Franklin and Edison Technology Development Program - Game Changing Technology Division (OCT/GCT) NASA Broad Agency Announcement (BAA) Unique and Innovative S...,4,4,0,Mid,train
9629,Miniaturized Radiation Hardened Beam-Steerable GPS Receiver Front End,Small Business Innovation Research/Small Business Tech Transfer,TX17.4.3 Attitude Estimation Sensors,"NASA is seeking proposals for innovative research in the areas of on-orbit positioning, navigation, and timing (PNT). Tahoe RF is proposing to build a fully integrated radiation hardened beam steerable GPS receiver front end system that will support NASA's requirements for onboard navigation systems for on-orbit nea...",Several military applications where this technology can be applied are: Unmanned Aerial Vehicles (UAV). Most of these vehicles are unable to carry any phase array antenna system due to payload constraints. The technol...,2,3,1,Low,train
8821,Miniaturized Radiation Hardened Beam-Steerable GPS Receiver Front End,Small Business Innovation Research/Small Business Tech Transfer,TX17.4.3 Attitude Estimation Sensors,"Position, Navigation and Timing (PNT) capability via GPS services are used by NASA for (1) real-time on-board autonomous navigation, (2) attitude determination and (3) earth science including sea height and climate monitoring. It is expected that over the next two decades approximately 95% of ALL space missions will...","The GPS system will be designed as custom RF ASIC chipset will be used in the navigation of spacecraft. This solution will provide NASA with a compact, beam steerable low power solution that can be deployed in all spa...",3,4,1,Mid,train
125647,Miniaturized Reagent Regenerative Ion Analyzer for Elemental Analysis,Small Business Innovation Research/Small Business Tech Transfer,"TX06.4.1 Air, Water, Microbial, and Acoustic Sensors","NASA has been developing Bioregenerative Life Support Systems (BLSS) to contribute to life support, supplying food and oxygen, while removing carbon dioxide as complement of physical and chemical life support systems for the future space exploration, Martian missions, and the construction of lunar bases. As plant-gr...","Direct NASA applications of the reagent-regenerative, microgravity-compatible, miniaturized ion analyzer (RMMIA) include the on-board elemental analysis device to analyze plant nutrient solutions or feed water to bett...",2,4,2,Mid,train
154581,Miniaturized Reagent Regenerative Ion Analyzer for Elemental Analysis,Small Business Innovation Research/Small Business Tech Transfer,"TX06.3.5 Food Production, Processing, and Preservation","NASA has been developing Bioregenerative Life Support Systems (BLSS), supplying food and oxygen and removing carbon dioxide, as complement of physical and chemical life support systems for the future space exploration, Martian missions, and the construction of lunar bases. As plant-growing systems mature and expand ...","Direct NASA applications of the reagent-regenerative, microgravity-compatible, miniaturized ion analyzer (RMMIA) include the on-board elemental analysis device to analyze plant nutrient solutions or feed water to bett...",4,6,2,Mid,train
94205,Miniaturized Scrubber System for Long Duration Exploration and Habitation Applications,Mars Campaign Office,TX06.1.1 Atmosphere Revitalization,"The aim of this effort is to develop a minaturized carbon dioxide scrubber system based on proprietary Dynetics technology to provide atmosphere revitalization. The system targets operation with low to no consumable requirements, minimal maintenance, and capable of integration with existing oxygen recovery processes...","Perform highly reliable, continuous carbon dioxide scrubbing in spacecraft while conserving atmospheric water. Current systems require consumable resupply and substantial maintenance, consume more power and occupy mor...",3,6,3,Mid,test
89890,"Miniaturized Sensor Array Platform for Monitoring Calcium, Conductivity, and pH in Urine Brine",Small Business Innovation Research/Small Business Tech Transfer,"TX06.4.1 Air, Water, Microbial, and Acoustic Sensors","In response to NASA SBIR Topic H3.01, Polestar Technologies Inc. proposes to develop a miniaturized sensor array platform for simultaneous monitoring of calcium, conductivity and pH in urine brine suitable for the international space station (ISS). The sensor platform will incorporate three different types of sensor...",Human space exploration missions require life support systems to sustain and secure crewmembers' health. The proposed detection system will provide a critical technology in the current NASA vision for space exploratio...,2,3,1,Low,train
8811,Miniaturized Sensors for Monitoring of Atmospheric Trace Gases using Multiple Deployment Platforms,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"Daylight Solutions proposes a miniaturized sensor package based on ECqcLTM and QEPAS technology that were independently developed by Daylight Solutions (San Diego, California) and the Laser Science Group Laboratory at Rice University (Houston, Texas) ECqcLTM lasers and QEPAS detectors have been successfully combined...","Daylight Solutions believes that there are numerous applications for a compact, battery powered, low cost sensor that can detect trace gases (parts-per-billion and below) within a mixture of other gases. Applications ...",3,3,0,Low,train
88596,Miniaturized solid-state based vector magnetometer for planetary field mapping,Planetary Instrument Concepts for the Advancement of Solar System Observations,TX08.3.1 Field and Particle Detectors,We propose a new solid-state magnetometer for planetary magnetic field measurements. The resulting instrument would be extremely compact and able to operate in harsh thermal and radiation environments. The proposed technology monitors magnetic field dependent changes in current measured from a silicon carbide (SiC) ...,"Development of new proof-of-concept instruments, systems or components, including sampling technologies, that significantly improve instrument measurement capabilities to address high priority science goals of planeta...",2,4,2,Mid,train
